year_month,total_gallons
2012-06-01,718200
2014-09-01,754300
2017-06-01,3178700
2018-09-01,1298900
2013-08-01,397600
2016-04-01,2384700
2013-11-01,547500
2015-10-01,4208900
2016-05-01,2069600
2014-11-01,101100
2013-03-01,857800
2015-06-01,2022200
2013-03-01,2268700
2018-01-01,463300
2013-05-01,198600
2014-09-01,614800
2015-04-01,1294300
2017-12-01,3747500
2017-09-01,323000
2018-04-01,2779100
2015-08-01,6175700
2018-04-01,3701900
2017-12-01,560000
2018-07-01,230000
2016-09-01,5759400
2018-09-01,9200
2012-11-01,143300
2018-02-01,557100
2012-02-01,3000300
2017-12-01,0
2017-01-01,1781500
2017-04-01,969700
2015-12-01,964700
2018-08-01,15263100
2018-04-01,177000
2014-02-01,1000400
2018-06-01,369500
2014-04-01,3864100
2018-07-01,4902600
2012-01-01,204400
2016-01-01,1951400
2012-02-01,933900
2013-02-01,249100
2018-08-01,2286200
2018-07-01,2840700
2017-08-01,204800
2018-01-01,157600
2017-11-01,615800
2017-07-01,11268900
2018-05-01,511800
2018-05-01,772600
2015-05-01,3965500
2017-12-01,1078800
2018-08-01,1496100
2014-11-01,4730900
2015-10-01,6559900
2012-01-01,328800
2016-02-01,1583600
2018-07-01,2244100
2018-04-01,1297100
2014-01-01,335900
2015-05-01,1697500
2017-03-01,401900
2017-11-01,3162900
2018-07-01,102100
2017-03-01,2278600
2014-02-01,897000
2014-11-01,208100
2017-10-01,875800
2012-04-01,36500
2015-03-01,1377100
2015-08-01,372300
2018-07-01,679200
2013-05-01,4300000
2015-05-01,81600
2017-08-01,9696800
2013-11-01,1074700
2016-08-01,7609400
2018-02-01,1002900
2013-01-01,105800
2014-08-01,887000
2015-07-01,103000
2012-12-01,2783500
2017-09-01,1876500
2014-07-01,4418600
2017-04-01,2334000
2018-07-01,6555700
2015-03-01,414600
2013-05-01,3083500
2017-08-01,669500
2014-01-01,272200
2018-01-01,1911700
2017-09-01,6920500
2016-09-01,1223800
2016-04-01,2054600
2017-05-01,3485500
2017-09-01,2051200
2018-07-01,563200
2018-09-01,2127600
2015-12-01,2650600
2016-03-01,20900
2018-01-01,177900
2018-01-01,181800
2013-07-01,4533500
2016-01-01,2257200
2014-02-01,282500
2018-03-01,1630700
2013-11-01,1469700
2018-03-01,1113400
2018-01-01,161400
2018-06-01,2146800
2015-09-01,1402900
2012-12-01,1419000
2015-07-01,1519000
2017-11-01,1033600
2017-08-01,12804500
2016-07-01,5593500
2017-04-01,4539000
2018-09-01,10200
2016-05-01,2938100
2013-04-01,2160600
2018-01-01,719600
2012-09-01,225100
2013-09-01,6438200
2017-11-01,2007600
2018-05-01,1583700
2018-09-01,59500
2018-02-01,0
2018-05-01,108900
2014-03-01,238400
2015-02-01,794500
2016-02-01,1700500
2018-04-01,1259300
2014-06-01,2271500
2017-12-01,725400
2014-05-01,727000
2013-12-01,461200
2013-07-01,675000
2017-12-01,2974000
2018-07-01,1760500
2016-03-01,2644800
2016-01-01,743900
2016-10-01,886000
2014-09-01,2573200
2014-07-01,2495300
2016-10-01,5198900
2017-12-01,947700
2016-01-01,1988500
2018-03-01,331800
2017-10-01,1683800
2012-05-01,542100
2013-10-01,4295400
2014-06-01,159400
2012-02-01,542500
2015-11-01,3732400
2013-04-01,58300
2012-07-01,885800
2012-10-01,5117800
2017-11-01,671400
2017-11-01,3714900
2018-04-01,348900
2018-02-01,632900
2018-01-01,1923200
2016-12-01,307500
2017-11-01,1267300
2017-12-01,771200
2017-11-01,3456100
2017-03-01,62300
2017-05-01,1408900
2016-09-01,5855600
2018-09-01,7007000
2014-12-01,370400
2013-11-01,1018900
2018-04-01,2400600
2017-08-01,3870400
2014-06-01,433200
2017-10-01,909700
2018-09-01,7612200
2014-03-01,1368700
2015-04-01,404800
2017-09-01,7084400
2016-05-01,734000
2017-11-01,2687900
2012-03-01,3696400
2014-06-01,5618800
2016-10-01,5735800
2014-05-01,557900
2018-05-01,583600
2016-04-01,919400
2017-08-01,1296400
2017-04-01,285000
2015-07-01,3665800
2017-08-01,2045200
2018-07-01,774100
2015-12-01,429400
2018-03-01,1469600
2014-06-01,3508400
2018-05-01,535000
2017-11-01,4849300
2016-09-01,2090500
2014-06-01,3862500
2017-12-01,909200
2018-03-01,1930100
2015-10-01,5213100
2017-02-01,129700
2012-04-01,1253400
2018-06-01,131200
2018-01-01,172700
2015-03-01,439500
2018-04-01,3634400
2015-04-01,765600
2017-11-01,758400
2017-02-01,70700
2018-01-01,1329800
2012-09-01,6358700
2018-05-01,2819200
2017-11-01,0
2017-12-01,3487900
2017-10-01,5692500
2014-10-01,1010800
2014-05-01,1533700
2018-03-01,630700
2013-04-01,1064100
2014-09-01,8715800
2012-12-01,2451000
2016-09-01,1466800
2018-06-01,1207500
2018-09-01,6928900
2018-09-01,1110400
2017-03-01,1055700
2014-12-01,2531800
2017-10-01,522100
2012-06-01,65300
2016-01-01,1863600
2014-01-01,55600
2012-02-01,311500
2013-10-01,3161300
2016-07-01,1281900
2017-12-01,249100
2015-08-01,470200
2014-10-01,3819100
2013-10-01,325800
2018-02-01,40800
2017-09-01,6671900
2018-07-01,3642400
2012-05-01,1216900
2018-07-01,2258700
2017-04-01,3365900
2012-04-01,177200
2017-03-01,1736800
2018-03-01,178600
2017-03-01,133200
2012-10-01,4057700
2013-03-01,2247400
2012-01-01,411900
2017-12-01,613900
2017-06-01,631000
2018-08-01,10000
2015-10-01,777200
2013-11-01,779300
2016-07-01,2077700
2018-09-01,2859100
2012-07-01,488000
2013-02-01,65500
2016-01-01,31800
2014-01-01,206100
2015-12-01,2215600
2014-05-01,4267400
2014-02-01,280100
2012-02-01,1684400
2016-07-01,218600
2017-05-01,1416900
2013-12-01,324600
2018-03-01,368700
2015-05-01,29500
2018-03-01,1760400
2018-08-01,816500
2015-07-01,3947700
2013-06-01,1521200
2013-01-01,1726300
2012-07-01,4457200
2012-11-01,3096800
2017-12-01,259700
2018-02-01,406000
2013-07-01,6019900
2013-05-01,3143800
2016-03-01,1480200
2014-07-01,176600
2018-01-01,1427700
2017-02-01,1987900
2012-10-01,108700
2017-04-01,430700
2015-10-01,1865700
2014-10-01,4413300
2015-07-01,1070400
2013-02-01,100000
2015-02-01,332100
2012-04-01,322500
2014-10-01,1107400
2018-01-01,5158900
2018-03-01,351300
2018-05-01,3749800
2012-01-01,2212500
2015-12-01,403400
2017-05-01,3684100
2018-08-01,4817200
2016-11-01,5327200
2018-03-01,161200
2017-10-01,5478000
2012-07-01,2541000
2016-12-01,61200
2017-10-01,4987800
2018-06-01,4810600
2015-10-01,1024000
2017-10-01,1925600
2016-07-01,1539300
2018-02-01,280100
2013-09-01,4863100
2018-06-01,4835400
2015-05-01,3424900
2015-04-01,2136700
2017-12-01,1159800
2012-04-01,938000
2016-12-01,886300
2013-10-01,5872700
2012-06-01,9083600
2018-07-01,632900
2018-09-01,10210800
2017-06-01,5194000
2013-12-01,155400
2018-03-01,874200
2018-05-01,115500
2018-07-01,4483700
2013-02-01,220500
2018-02-01,191600
2016-06-01,151600
2013-08-01,6032700
2016-09-01,1324800
2012-09-01,5642700
2012-08-01,937400
2016-05-01,681500
2016-08-01,214400
2015-11-01,1168600
2013-06-01,2618800
2016-08-01,8465900
2018-07-01,282500
2015-03-01,715500
2016-01-01,384500
2018-04-01,448900
2018-02-01,140500
2018-05-01,3572900
2013-09-01,5186800
