year_month,total_gallons
2017-10-01,48447800
2013-07-01,52732200
2017-11-01,314700
2014-09-01,56741800
2018-08-01,293100
2017-02-01,11633200
2012-06-01,9485500
2015-09-01,78806900
2015-06-01,5213400
2012-12-01,12964000
2016-04-01,12745800
2015-11-01,41207400
2017-12-01,3706500
2017-06-01,52214800
2016-12-01,56422400
2018-02-01,4985300
2012-05-01,18230300
2015-01-01,20470200
2013-01-01,10376200
2018-02-01,4771800
2016-11-01,16823100
2013-02-01,9038300
2012-07-01,17284600
2015-10-01,14292700
2018-06-01,9611700
2015-04-01,261800
2016-05-01,72865200
2013-12-01,5186800
2013-11-01,39065500
2012-07-01,4613600
2012-06-01,12992200
2017-12-01,12933900
2017-02-01,9889000
2015-10-01,21634100
2016-01-01,38409500
2013-07-01,14165400
2017-07-01,13658200
2016-12-01,101500
2018-01-01,17448600
2017-12-01,19784600
2018-09-01,57883100
2016-03-01,17287100
2016-11-01,15789600
2014-08-01,16879300
2015-02-01,5154000
2012-03-01,32304500
2013-10-01,5762700
2017-09-01,58660400
2017-04-01,4227700
2013-08-01,4228500
2014-11-01,18747300
2018-09-01,16741300
2016-07-01,50539700
2014-07-01,345400
2014-01-01,10952500
2016-10-01,52886800
2016-10-01,17771100
2017-02-01,11536500
2016-01-01,18562300
2012-10-01,48950200
2015-10-01,5637900
2012-09-01,31986400
2012-02-01,13104400
2012-03-01,12766300
2014-09-01,13231000
2018-05-01,21376200
2015-08-01,53997000
2018-09-01,22751700
2015-10-01,44393100
2017-11-01,3089000
2015-05-01,34577400
2015-02-01,10503800
2012-05-01,49607900
2015-07-01,14525600
2016-05-01,66600
2018-01-01,17920500
2015-03-01,17859400
2014-07-01,54730300
2018-05-01,7100400
2012-05-01,45136100
2017-09-01,248800
2014-08-01,13076300
2014-06-01,14180700
2017-02-01,46608800
2014-11-01,12268500
2015-06-01,15582600
2016-03-01,39453100
2016-08-01,11291400
2013-09-01,16228000
2017-02-01,5170000
2017-07-01,12903900
2013-04-01,5486600
2016-01-01,12660400
2018-03-01,5008800
2016-03-01,16446400
2017-03-01,51278400
2012-08-01,14533100
2013-04-01,36695800
2014-07-01,247800
2018-07-01,12139600
2013-04-01,12625200
2017-05-01,21924100
2017-01-01,5488100
2017-03-01,16775600
2016-02-01,30089700
2014-01-01,4758000
2016-09-01,23641000
2014-01-01,6074000
2016-02-01,36443300
2018-07-01,14330500
2014-08-01,33471100
2014-05-01,14526800
2012-06-01,13177200
2017-01-01,18207000
2018-09-01,14415900
2015-01-01,51431700
2015-03-01,15294400
2018-01-01,34489200
2015-02-01,47877800
2014-07-01,6048400
2015-06-01,31700200
2012-05-01,8996800
2017-03-01,17164400
2017-10-01,22158100
2012-11-01,13734500
2018-09-01,11902600
2013-10-01,12470100
2017-05-01,14900400
2018-01-01,216000
2013-06-01,18403200
2012-12-01,3043200
2014-05-01,12337500
2013-04-01,43700200
2014-04-01,14421900
2014-03-01,17935200
2016-07-01,213800
2018-06-01,30898300
2018-08-01,17721000
2015-10-01,13394500
2012-12-01,12697700
2017-05-01,16637900
2017-12-01,8427000
2016-04-01,16175500
2012-11-01,13830500
2013-02-01,4504800
2017-08-01,21196800
2017-12-01,28499300
2017-05-01,28886000
2018-08-01,15305200
2014-02-01,17773300
2018-02-01,4667500
2013-05-01,329700
2018-04-01,48192100
2013-10-01,9775200
2017-08-01,31920000
2016-02-01,130600
2015-03-01,9525400
2017-05-01,12715800
2017-04-01,16004100
2018-01-01,5912400
2012-05-01,13160300
2016-04-01,21069500
2017-01-01,12602800
2014-03-01,11030200
2018-08-01,8097800
2018-06-01,18474300
2016-06-01,12805000
2013-06-01,18086400
2013-10-01,184300
2014-09-01,5050500
2016-02-01,35063300
2015-10-01,5817100
2017-09-01,18389600
2016-09-01,56718600
2016-09-01,221700
2016-09-01,57430700
2012-01-01,3792400
2012-07-01,16095400
2012-06-01,16048000
2012-08-01,21742200
2017-10-01,13333800
2016-08-01,55876400
2016-10-01,17081900
2014-12-01,16002600
2016-10-01,38416300
2016-09-01,5943400
2013-09-01,47654200
2016-09-01,14621600
2016-03-01,47433500
2014-03-01,13871900
2017-09-01,13526200
2017-06-01,51738800
2015-12-01,5536400
2018-08-01,3281900
2015-04-01,15766300
2012-02-01,4058800
2013-03-01,42620500
2014-06-01,4916200
2013-05-01,19676500
2013-12-01,9609000
2018-05-01,12666300
2016-06-01,32636300
2013-01-01,17100300
2017-08-01,19131500
2012-03-01,35350500
2013-02-01,29641300
2012-09-01,17606800
2014-07-01,46339900
2013-08-01,15761500
2017-05-01,13749600
2018-04-01,32341900
2017-08-01,4601500
2012-04-01,313300
2017-06-01,21878000
2013-04-01,29852300
2016-10-01,41972900
2015-11-01,5280100
2012-06-01,19039900
2018-01-01,34584600
2014-05-01,4169800
2018-01-01,11497400
2016-01-01,18169800
2018-06-01,79924100
2017-02-01,14264800
2013-01-01,15696900
2016-10-01,29579500
2014-12-01,31440100
2018-04-01,210500
2015-11-01,29501200
2015-08-01,21349000
2018-03-01,19667500
2013-07-01,18932600
2018-01-01,4859600
2015-03-01,30152600
2012-06-01,16848900
2013-02-01,3136300
2015-01-01,333200
2014-02-01,13539200
2013-11-01,31062600
2014-07-01,17962100
2017-04-01,33473900
2013-11-01,3207900
2014-04-01,298000
2018-04-01,16464500
2017-11-01,4082100
2016-08-01,55318900
2017-06-01,12923400
2017-05-01,12471700
2018-05-01,13231500
2013-07-01,9613200
2012-06-01,14206600
2016-03-01,5573700
2017-01-01,4561100
2017-12-01,52042800
2017-12-01,15957800
2015-02-01,44945600
2017-08-01,2613500
2012-10-01,16404800
2013-07-01,29988000
2015-09-01,8049000
2015-02-01,13793700
2016-08-01,33477400
2018-06-01,375300
2017-09-01,37721200
2018-05-01,5289300
2013-04-01,13157300
2016-04-01,17129400
2017-12-01,22311300
2015-09-01,37794300
2015-05-01,45782300
2017-03-01,12349500
2014-06-01,294400
2013-09-01,13255200
2017-07-01,32881200
2018-01-01,73648100
2012-09-01,17599800
2016-05-01,11781400
2015-01-01,18666800
2014-09-01,18525200
2016-02-01,3956100
2012-05-01,33104000
2018-08-01,13520400
2016-03-01,16961700
2017-08-01,14759900
2014-12-01,10647400
2015-06-01,12195400
2012-03-01,13126500
2015-04-01,4208000
2013-09-01,33148500
2015-12-01,406300
2013-01-01,11779900
2016-06-01,14036600
2017-10-01,175000
2015-04-01,37305600
2012-04-01,12616500
2018-06-01,14157000
2013-03-01,71900
2016-06-01,20272100
2016-07-01,54971900
2016-02-01,46203400
2017-06-01,13957500
2018-09-01,49224000
2013-03-01,46427600
2017-02-01,48492100
2013-07-01,12382100
2012-09-01,53431500
2016-12-01,33056500
2018-09-01,36397500
2017-12-01,73149800
2017-08-01,23240100
2016-01-01,14156300
2017-12-01,50991600
2017-04-01,30761100
2016-10-01,54835800
2013-04-01,14483100
2017-01-01,32518000
2013-01-01,6192400
2014-10-01,37847800
2012-01-01,18051100
2012-06-01,5073200
2018-03-01,4107300
2016-02-01,4571700
2012-03-01,69700
2018-04-01,5628500
2015-10-01,361200
2016-11-01,12317200
2015-10-01,7478700
2012-04-01,12587100
2015-11-01,12816700
2015-04-01,44619600
2014-06-01,4654700
2012-01-01,12638000
2017-07-01,5060200
2016-12-01,16771500
2017-02-01,19771400
2018-02-01,3303600
2012-01-01,23399600
2016-06-01,12715700
2012-07-01,16523500
2018-09-01,41187600
2015-01-01,17997600
2013-02-01,12144200
2015-10-01,41759100
2018-08-01,8550300
2012-08-01,53225300
2018-04-01,4778400
2017-03-01,5515400
2013-03-01,4224100
2016-11-01,14841500
2017-07-01,12725400
2017-08-01,4970300
2015-08-01,6037900
2017-07-01,32920700
2016-11-01,11009100
2018-07-01,2958300
2016-01-01,4969400
2016-06-01,29010300
2016-06-01,78998400
2013-02-01,16123000
2017-08-01,18461900
2017-01-01,33450000
2018-04-01,23695200
2013-05-01,17410300
2014-08-01,4945300
2014-09-01,19132000
2012-02-01,4661800
2017-10-01,4180600
2012-12-01,17932000
2013-12-01,11684400
2013-07-01,305300
2017-08-01,14880400
2015-09-01,14892100
2014-07-01,4389100
2015-11-01,12786200
2012-01-01,12274000
2018-07-01,16619900
2018-05-01,14371600
2015-11-01,4602600
2014-12-01,5483700
2014-02-01,5450100
2018-02-01,5712700
2016-05-01,11382600
2015-04-01,16089000
2017-05-01,50943800
2013-11-01,36905800
2017-04-01,90800
2016-04-01,5608200
2014-07-01,12014100
2014-06-01,17274000
2013-06-01,5894100
2016-04-01,12704800
2012-10-01,53253400
2013-12-01,104500
2014-02-01,271400
2016-12-01,4296300
2016-10-01,13383100
2013-04-01,4436400
2015-02-01,4219400
2018-06-01,345500
2017-11-01,5199200
2017-09-01,4952700
2012-12-01,46965200
2018-05-01,313500
2012-11-01,15254400
2012-08-01,17436400
2012-01-01,20020900
2017-06-01,4518600
2015-04-01,11128100
2012-09-01,9401500
2016-01-01,58990000
2018-08-01,5992400
2018-05-01,2803700
2015-09-01,19719900
2016-03-01,53426300
2017-03-01,5484800
2015-08-01,17325600
2014-09-01,43215200
2018-03-01,180200
2016-09-01,39866700
2013-11-01,60100
2012-07-01,19634700
2018-01-01,333300
2017-07-01,285500
2012-03-01,5640500
2012-03-01,11412100
2017-09-01,4989500
2012-05-01,4550800
2014-03-01,13539300
2017-01-01,5135200
2015-03-01,15327100
2012-01-01,45471000
2013-05-01,14463800
2016-04-01,4431100
2016-10-01,11838200
2013-05-01,38886300
2012-08-01,35632200
2016-11-01,13434800
2016-02-01,16160800
2016-06-01,4448900
2016-06-01,13113900
2016-10-01,15692900
2016-02-01,48623900
2013-09-01,53721900
2017-10-01,5916400
2012-12-01,14416600
2012-03-01,33613100
2017-06-01,4216500
2018-02-01,15896700
2018-08-01,352800
2014-09-01,11777400
2013-07-01,13548400
2018-06-01,23908100
2013-06-01,50171500
2012-04-01,13342800
2017-06-01,4665900
2018-02-01,3096100
2017-08-01,5113200
2018-03-01,20182300
2018-02-01,171200
2016-07-01,17549300
2013-09-01,14298700
2017-12-01,12495600
2013-09-01,14180500
2017-11-01,5008000
2017-11-01,51503200
2018-04-01,39418500
2018-06-01,54156800
2013-03-01,4600400
2018-07-01,37890900
2014-08-01,5427400
2014-09-01,15692100
2018-06-01,4995600
2017-07-01,14444000
2015-03-01,45997200
2015-05-01,35398700
2018-05-01,16080600
2017-08-01,29989800
2018-07-01,16673400
2012-09-01,13857100
2014-11-01,103000
2016-09-01,5403400
2014-10-01,50313700
2017-10-01,4828900
2017-03-01,67600
2017-01-01,14397300
2016-10-01,33290900
2017-07-01,5259600
2015-03-01,39556800
2012-12-01,382300
2012-10-01,15359000
2014-12-01,4276900
2016-01-01,5682500
2017-09-01,3802200
2012-11-01,14429600
2016-12-01,35589300
2015-04-01,17846700
2012-02-01,15865500
2013-08-01,19411400
2015-12-01,10372300
2017-11-01,3127200
2017-07-01,15378600
2013-09-01,18904400
2014-01-01,50816100
2013-11-01,11841300
2013-01-01,38122600
2016-09-01,4646700
2018-06-01,5871900
2017-06-01,15726500
2014-09-01,36962900
2018-01-01,12583800
2018-07-01,2781700
2014-08-01,15026500
2017-03-01,13711200
2018-06-01,12062900
2015-01-01,14991100
2017-08-01,16578500
2012-03-01,12261300
2012-04-01,11657200
2013-12-01,16292500
2017-03-01,13666900
2016-07-01,28739500
2015-04-01,34718400
2018-07-01,13183700
2013-10-01,14594100
2012-03-01,47928000
2016-07-01,32876800
2014-03-01,35739500
2014-03-01,15322300
2012-09-01,14131900
2014-02-01,40688300
2018-05-01,265700
2013-03-01,14570700
2017-05-01,38186100
2014-04-01,34193900
2018-01-01,51439900
2012-07-01,13722700
2012-04-01,5585300
2018-01-01,14110200
2013-03-01,289500
2018-07-01,34041400
2012-10-01,5404100
2015-12-01,55517600
2017-07-01,17287400
2014-12-01,46175300
2012-08-01,17696100
2012-03-01,9070700
2017-10-01,16560700
2013-06-01,13968100
2012-05-01,13314200
2017-01-01,5385900
2017-10-01,3128100
2016-01-01,28601600
2016-09-01,18417900
2013-10-01,4618300
2017-11-01,182600
2016-12-01,30295400
2012-02-01,11063200
2013-02-01,12268300
2015-07-01,52719500
2016-12-01,50529000
2012-06-01,15880100
2014-07-01,19839000
2013-06-01,9554000
2016-11-01,152100
2014-10-01,3720500
2017-04-01,12227300
2015-08-01,17505600
2013-03-01,17112000
2014-02-01,45962300
2014-11-01,13023300
2012-05-01,15375600
2013-07-01,32801600
2014-08-01,56806900
2014-07-01,31713600
2016-07-01,77545700
2012-07-01,16130500
2012-08-01,5956800
2014-12-01,4678900
2016-09-01,19572300
2013-12-01,12743800
2013-04-01,15920600
2018-09-01,13994500
2016-11-01,4572300
2017-04-01,12728800
2016-12-01,12763600
2013-12-01,29845500
2017-11-01,16129100
2015-12-01,17515600
2018-09-01,13480800
2012-12-01,3920300
2017-09-01,5109900
2014-10-01,16507200
2016-05-01,38979600
2018-08-01,188400
2018-03-01,167300
2012-03-01,13929700
2014-07-01,40194100
2017-07-01,284900
2012-02-01,43634400
2016-09-01,40522600
2014-12-01,312200
2018-07-01,47259300
2012-06-01,3614600
2016-05-01,16235400
2012-09-01,6036600
2012-11-01,16816800
2017-01-01,2615600
2018-04-01,12955100
2017-11-01,18147500
2017-10-01,4500
2017-08-01,21248700
2015-05-01,12584600
2012-12-01,147000
2015-11-01,17197100
2012-09-01,20031200
2017-06-01,19926100
2013-05-01,49714100
2016-07-01,54961000
2018-02-01,3969700
2013-01-01,5294200
2017-12-01,211900
2018-01-01,16277500
2017-04-01,12004000
2015-10-01,15781500
2018-08-01,20796900
2017-01-01,57939600
2017-07-01,23854800
2013-03-01,5394100
2015-09-01,18770000
2016-04-01,63800
2017-04-01,51172400
2017-03-01,48967500
2013-05-01,18266200
2012-09-01,33799600
2013-12-01,4562700
2018-03-01,15499700
2017-07-01,77092000
2013-08-01,6039100
2014-09-01,13363700
2015-07-01,31081200
2013-02-01,5301000
2018-04-01,38069900
2018-06-01,13037000
2018-01-01,13690400
2015-08-01,5303000
2014-12-01,17559300
2014-07-01,14513900
2018-04-01,53252100
2018-01-01,3412400
2013-12-01,35797900
2014-03-01,32523800
2018-01-01,53956400
2017-08-01,54575600
2012-02-01,12086900
2015-12-01,4960800
2013-11-01,288500
2016-08-01,15144400
2015-03-01,49772500
2014-06-01,19113700
2014-10-01,130700
2018-08-01,14604100
2018-08-01,28325800
2017-05-01,16157700
2017-08-01,4428200
2017-08-01,53087200
2018-05-01,248600
2016-12-01,18829900
2017-11-01,11463400
2012-07-01,48295700
2018-01-01,8569500
2014-12-01,12515500
2013-04-01,12652900
2012-07-01,18346400
2017-10-01,12245500
2018-03-01,14265500
2017-11-01,55983900
2018-05-01,49801300
2013-02-01,15465800
2015-04-01,11655300
2018-04-01,14093200
2018-08-01,15359400
2017-02-01,11509100
2016-05-01,12232800
2018-01-01,25186200
2018-09-01,13194800
2013-07-01,12498800
2012-12-01,42326200
2014-08-01,50077800
2016-03-01,31173600
2015-05-01,248600
2014-06-01,29754300
2014-09-01,388100
2017-04-01,13108700
2013-05-01,13152800
2015-06-01,5293000
2018-07-01,16918000
2014-07-01,4657700
2017-11-01,12346500
2016-12-01,11688400
2013-05-01,36046900
2012-11-01,3169700
2018-09-01,13704400
2013-11-01,12600500
2015-02-01,14727200
2015-01-01,17887100
2013-08-01,10023200
2018-05-01,16866400
2012-09-01,45876200
2015-01-01,37117800
2012-05-01,13723000
2018-08-01,19940500
2017-09-01,19157300
2016-12-01,12539800
2018-03-01,11335300
2018-04-01,3112300
2018-03-01,12833500
2018-04-01,15908300
2013-07-01,15684200
2013-02-01,11243900
2013-05-01,12308300
2018-07-01,12345700
2013-06-01,13239900
2015-04-01,12475000
2018-06-01,38572800
2013-11-01,14136700
2018-09-01,3384300
2017-04-01,13048100
2014-02-01,31740100
2013-11-01,44611800
2018-02-01,11450900
2018-04-01,12483300
2018-01-01,14715900
2015-01-01,16887800
2017-09-01,84048400
2013-12-01,43669100
2013-04-01,31869500
2018-07-01,52085700
2018-01-01,5212300
2014-11-01,4044400
2012-08-01,21571600
2013-11-01,9884100
2017-12-01,5386000
2016-03-01,9662100
2013-01-01,26739900
2013-08-01,394200
2013-06-01,30472200
2017-12-01,12865600
2014-11-01,18325600
2015-12-01,31791400
2016-08-01,6098200
2012-04-01,13425300
2015-08-01,15241000
2013-01-01,17823500
2015-10-01,34728400
2017-10-01,16973000
2017-02-01,14561900
2018-03-01,13296700
2017-01-01,13505500
2016-06-01,17702100
2018-05-01,30712200
2014-11-01,10239100
2017-09-01,14176500
2015-09-01,53912500
2018-05-01,22254200
2012-03-01,19214800
2016-07-01,17087500
2017-08-01,14264400
2012-04-01,18134200
2015-05-01,17251400
2013-02-01,3971900
2018-06-01,4712300
2016-02-01,11916400
2015-09-01,16604800
2015-11-01,350000
2014-06-01,11502800
2017-09-01,14806400
2016-04-01,280800
2013-06-01,16909500
2012-07-01,44023300
2018-05-01,52057600
2014-01-01,97600
2014-01-01,57608800
2018-05-01,13464200
2017-06-01,5651400
2017-04-01,16942200
2017-11-01,72500
2017-08-01,17889400
2017-01-01,83800
2016-05-01,49990200
2018-04-01,234000
2012-08-01,369700
2017-02-01,55000
2014-12-01,14113500
2014-05-01,16798300
2017-01-01,13214600
2018-06-01,18371900
2018-06-01,206000
2017-01-01,55036100
2012-12-01,16462600
2018-09-01,24224000
2016-01-01,14379500
2014-11-01,48079300
2016-02-01,69550800
2016-10-01,76946700
2012-03-01,14540700
2016-08-01,15333100
2012-12-01,11091900
2012-04-01,16869400
2012-08-01,16814300
2014-03-01,11401100
2018-05-01,13673800
2018-07-01,17897600
2017-06-01,14085900
2012-10-01,13984500
2015-05-01,11170500
2018-02-01,12146600
2012-06-01,34736000
2013-08-01,51642300
2014-04-01,12835100
2013-06-01,324700
2017-03-01,39192300
2016-03-01,19646000
2014-11-01,53838900
2013-02-01,75200
2014-02-01,15328200
2016-09-01,11815500
