year_month,postal_code,customer_class,total_gallons
201711,78744,Multi-Family,29902700
201507,78748,Irrigation - Residential,29700
201310,78703,Irrigation - Multi-Family,655700
201709,78752,Irrigation - Multi-Family,230300
201809,78747,Residential,39320300
201701,78737,Irrigation - Residential,3500
201702,78660,Irrigation - Multi-Family,251400
201611,78730,Irrigation - Multi-Family,1590700
201610,78660,Irrigation - Residential,21000
201701,78717,Irrigation - Multi-Family,1831400
201403,78717,Irrigation - Multi-Family,904900
201404,78730,Multi-Family,3910700
201312,78712,Residential,0
201306,78759,Multi-Family,37759400
201512,78704,Irrigation - Residential,88100
201211,78704,Multi-Family,50079900
201310,78744,Irrigation - Residential,1200
201307,78613,Irrigation - Multi-Family,71000
201605,78724,Irrigation - Residential,21300
201702,78748,Irrigation - Multi-Family,3783500
201603,78749,Irrigation - Multi-Family,2753200
201607,78744,Residential,55437400
201203,78729,Irrigation - Multi-Family,1296300
201206,78704,Irrigation - Multi-Family,2197800
201412,78702,Irrigation - Residential,18200
201610,78702,Irrigation - Multi-Family,1142700
201203,78729,Residential,18607800
201409,78759,Irrigation - Multi-Family,2137900
201504,78754,Irrigation - Residential,10900
201412,78747,Multi-Family,7020400
201305,78736,Irrigation - Multi-Family,322700
201507,78652,Irrigation - Residential,89000
201604,78751,Irrigation - Multi-Family,631900
201204,78726,Irrigation - Residential,32100
201208,78717,Residential,64234000
201301,78750,Residential,50908600
201705,78748,Irrigation - Multi-Family,5621500
201203,78758,Irrigation - Residential,0
201509,78729,Multi-Family,23118100
201807,78746,Multi-Family,12226700
201306,78717,Residential,39750500
201505,78705,Irrigation - Multi-Family,279300
201411,78735,Multi-Family,8907100
201612,78702,Irrigation - Multi-Family,468200
201311,78704,Irrigation - Residential,119500
201609,78721,Irrigation - Residential,5100
201712,78730,Irrigation - Residential,64600
201702,78754,Irrigation - Residential,11600
201603,78702,Irrigation - Residential,14300
201404,78731,Residential,58803200
201603,78751,Irrigation - Multi-Family,532600
201801,78725,Residential,3176600
201408,78736,Irrigation - Residential,26500
201201,78721,Irrigation - Residential,5900
201610,78736,Irrigation - Residential,20200
201209,78741,Irrigation - Multi-Family,7257500
201802,78745,Multi-Family,31597600
201609,78703,Residential,63092200
201405,78730,Residential,16189100
201805,78723,Irrigation - Multi-Family,300800
201310,78758,Multi-Family,47921600
201312,78739,Irrigation - Residential,700
201605,78701,Irrigation - Residential,17200
201405,78736,Irrigation - Residential,11600
201210,78704,Multi-Family,49098800
201309,78702,Irrigation - Multi-Family,1162000
201307,78730,Irrigation - Residential,213100
201609,78742,Irrigation - Multi-Family,116800
201403,78731,Irrigation - Residential,304200
201206,78613,Multi-Family,23000
201808,78704,Residential,70493500
201409,78731,Residential,103020400
201706,78747,Residential,27228900
201701,78729,Irrigation - Multi-Family,1482400
201711,78741,Multi-Family,70955900
201406,78752,Residential,12607300
201410,78747,Irrigation - Residential,71000
201707,78721,Multi-Family,4677000
201201,78704,Multi-Family,48585100
201806,78726,Multi-Family,11756700
201405,78660,Irrigation - Multi-Family,811000
201407,78736,Irrigation - Multi-Family,303800
201407,78746,Irrigation - Residential,465000
201207,78729,Multi-Family,25646600
201212,78721,Irrigation - Multi-Family,0
201507,78730,Irrigation - Residential,74600
201212,78741,Irrigation - Multi-Family,2219500
201809,78750,Residential,52702600
201512,78752,Residential,10512100
201204,78759,Irrigation - Multi-Family,552100
201210,78738,Residential,8100
201310,78750,Irrigation - Multi-Family,2045100
201801,78759,Irrigation - Multi-Family,469500
201801,78757,Irrigation - Residential,28400
201305,78703,Irrigation - Residential,1338800
201309,78729,Irrigation - Residential,16300
201804,78652,Irrigation - Residential,50500
201405,78746,Multi-Family,13260100
201607,78660,Multi-Family,5001900
201405,78617,Irrigation - Residential,3800
201712,78724,Irrigation - Multi-Family,338500
201401,78702,Irrigation - Multi-Family,821900
201703,78758,Residential,34993900
201201,78741,Irrigation - Multi-Family,1931100
201712,78747,Irrigation - Residential,22200
201512,78729,Multi-Family,20398200
201401,78748,Irrigation - Multi-Family,2274600
201809,78722,Multi-Family,3447700
201212,78721,Residential,13680300
201311,78721,Irrigation - Multi-Family,16500
201502,78736,Multi-Family,1982000
201208,78653,Residential,1763700
201504,78704,Multi-Family,47220700
201809,78660,Multi-Family,6135000
201403,78758,Multi-Family,40903300
201202,78730,Irrigation - Residential,163700
201507,78701,Irrigation - Multi-Family,879300
201204,78704,Residential,43624800
201601,78701,Residential,711700
201405,78748,Irrigation - Residential,14900
201605,78728,Irrigation - Residential,3000
201208,78735,Irrigation - Multi-Family,3251500
201302,78744,Irrigation - Multi-Family,1099300
201506,78741,Irrigation - Residential,6500
201507,78750,Irrigation - Residential,66200
201410,78705,Irrigation - Multi-Family,1351200
201402,78749,Multi-Family,16150200
201506,78751,Irrigation - Residential,40400
201712,78750,Multi-Family,11878100
201708,78745,Multi-Family,32842900
201402,78719,Multi-Family,429700
201206,78757,Irrigation - Residential,78300
201806,78749,Multi-Family,17110800
201302,78732,Residential,4300
201806,78751,Multi-Family,12627400
201204,78735,Irrigation - Multi-Family,1026000
201503,78747,Irrigation - Residential,0
201303,78704,Irrigation - Residential,175400
201302,78719,Residential,1440900
201412,78741,Irrigation - Residential,3600
201606,78723,Multi-Family,23641500
201401,78736,Irrigation - Multi-Family,660200
201409,78724,Irrigation - Multi-Family,459700
201409,78702,Irrigation - Multi-Family,1231000
201603,78660,Multi-Family,4195500
201211,78704,Irrigation - Multi-Family,2228400
201704,78723,Irrigation - Residential,13900
201601,78717,Irrigation - Multi-Family,1169400
201603,78617,Irrigation - Residential,5100
201208,78727,Residential,65145700
201805,78728,Irrigation - Residential,8300
201610,78704,Residential,48824700
201504,78747,Irrigation - Residential,3500
201205,78748,Irrigation - Residential,26000
201504,78748,Residential,58608600
201607,78702,Multi-Family,11274500
201609,78741,Multi-Family,82443000
201305,78736,Multi-Family,3069600
201309,78722,Multi-Family,2771900
201205,78725,Multi-Family,280100
201809,78749,Multi-Family,16309100
201308,78759,Irrigation - Residential,157900
201404,78727,Residential,35833800
201702,78744,Irrigation - Multi-Family,1476500
201807,78759,Irrigation - Residential,156200
201805,78723,Residential,34406800
201506,78725,Multi-Family,195700
201307,78749,Irrigation - Multi-Family,6009300
201311,78731,Multi-Family,16910100
201412,78660,Irrigation - Residential,10000
201512,78731,Irrigation - Multi-Family,440300
201602,78739,Irrigation - Multi-Family,6100
201304,78652,Irrigation - Residential,56700
201504,78728,Irrigation - Residential,2800
201507,78729,Multi-Family,23132000
201612,78737,Irrigation - Residential,6700
201401,78703,Multi-Family,11787500
201607,78750,Multi-Family,14376300
201601,78613,Multi-Family,1809800
201703,78722,Irrigation - Residential,0
201208,78704,Irrigation - Residential,318200
201603,78751,Multi-Family,12306500
201305,78719,Multi-Family,468600
201706,78753,Irrigation - Multi-Family,5149400
201311,78730,Residential,10156600
201209,78613,Irrigation - Multi-Family,82000
201605,78736,Irrigation - Multi-Family,428900
201503,78613,Irrigation - Multi-Family,140500
201508,78741,Irrigation - Residential,54100
201205,78617,Residential,20987400
201410,78705,Residential,9779500
201505,78753,Irrigation - Residential,2300
201403,78724,Irrigation - Residential,10800
201606,78756,Irrigation - Residential,18900
201312,78729,Multi-Family,20946500
201306,78721,Residential,16297500
201804,78653,Irrigation - Multi-Family,0
201803,78750,Irrigation - Residential,8900
201506,78728,Multi-Family,7258900
201508,78735,Irrigation - Multi-Family,1834000
201406,78758,Irrigation - Multi-Family,3338000
201406,78721,Residential,14964000
201511,78745,Multi-Family,31739600
201602,78727,Irrigation - Multi-Family,2528900
201609,78736,Irrigation - Multi-Family,871700
201409,78702,Irrigation - Residential,29300
201608,78756,Irrigation - Residential,106300
201210,78705,Irrigation - Residential,100400
201402,78751,Irrigation - Residential,34400
201607,78757,Multi-Family,13661400
201206,78735,Residential,35020700
201210,78721,Irrigation - Residential,1000
201606,78722,Residential,7608000
201304,78729,Irrigation - Residential,14700
201805,78724,Irrigation - Multi-Family,1627200
201501,78744,Irrigation - Multi-Family,820600
201411,78717,Irrigation - Multi-Family,3803000
201202,78739,Irrigation - Residential,0
201411,78724,Multi-Family,12382000
201411,78724,Irrigation - Residential,21200
201608,78723,Irrigation - Residential,2300
201606,78756,Multi-Family,5946100
201609,78750,Multi-Family,14703400
201703,78721,Irrigation - Residential,7600
201506,78748,Irrigation - Residential,70100
201511,78723,Multi-Family,23094200
201302,78745,Irrigation - Residential,21100
201309,78744,Multi-Family,28082400
201302,78745,Irrigation - Multi-Family,1629500
201502,78753,Residential,32285400
201507,78749,Irrigation - Residential,24600
201302,78721,Irrigation - Residential,2900
201505,78746,Irrigation - Multi-Family,432900
201802,78729,Residential,17128600
201607,78751,Multi-Family,12339300
201702,78738,Residential,200
201411,78744,Multi-Family,25953700
201210,78748,Irrigation - Multi-Family,8384800
201409,78652,Residential,897800
201405,78729,Multi-Family,20965700
201612,78660,Irrigation - Residential,39000
201305,78747,Irrigation - Residential,0
201201,78717,Residential,24385200
201412,78752,Irrigation - Multi-Family,42300
201607,78754,Multi-Family,17842100
201212,78751,Irrigation - Multi-Family,444700
201701,78731,Multi-Family,16455900
201404,78653,Multi-Family,146100
201305,78726,Irrigation - Residential,31600
201208,78723,Multi-Family,23749800
201807,78756,Multi-Family,5434500
201210,78726,Residential,24436300
201504,78704,Residential,39082500
201608,78750,Residential,69945300
201707,78652,Residential,4945600
201605,78652,Irrigation - Residential,72500
201708,78758,Multi-Family,51434500
201409,78756,Irrigation - Multi-Family,456400
201602,78727,Multi-Family,20344500
201409,78613,Multi-Family,1754900
201808,78652,Multi-Family,585200
201211,78748,Irrigation - Residential,23700
201307,78747,Multi-Family,7909900
201603,78736,Irrigation - Residential,26200
201204,78728,Irrigation - Multi-Family,865000
201609,78756,Irrigation - Multi-Family,278400
201503,78729,Multi-Family,23498500
201508,78758,Multi-Family,54680100
201410,78701,Irrigation - Multi-Family,649500
201809,78717,Irrigation - Multi-Family,6734400
201704,78747,Irrigation - Multi-Family,383700
201404,78717,Residential,31058500
201508,78717,Irrigation - Residential,73600
201403,78745,Irrigation - Residential,25700
201405,78741,Multi-Family,74823800
201208,78730,Multi-Family,5208400
201208,78617,Multi-Family,3256100
201709,78757,Irrigation - Multi-Family,703600
201204,78701,Residential,1116900
201502,78739,Residential,24281300
201309,78758,Residential,57052900
201606,78702,Multi-Family,11528900
201308,78736,Multi-Family,2326900
201509,78728,Irrigation - Multi-Family,3754400
201803,78747,Multi-Family,6323000
201401,78757,Multi-Family,15312600
201512,78660,Irrigation - Residential,12300
201512,78704,Multi-Family,51172600
201307,78728,Irrigation - Multi-Family,1764300
201305,78758,Residential,45159000
201207,78717,Multi-Family,7192900
201412,78741,Multi-Family,79524200
201704,78747,Residential,23099100
201502,78660,Irrigation - Residential,6200
201211,78748,Residential,75495800
201203,78748,Irrigation - Residential,6000
201611,78704,Irrigation - Residential,186400
201405,78730,Irrigation - Residential,142800
201603,78750,Irrigation - Multi-Family,512500
201611,78745,Residential,65781900
201702,78756,Irrigation - Residential,20000
201304,78750,Irrigation - Residential,33600
201604,78726,Residential,14246400
201209,78721,Multi-Family,4854300
201612,78724,Multi-Family,12268000
201211,78721,Irrigation - Residential,2100
201501,78722,Irrigation - Multi-Family,25400
201311,78724,Irrigation - Multi-Family,327700
201306,78652,Multi-Family,11500
201501,78745,Residential,69124500
201301,78747,Multi-Family,7762600
201511,78701,Irrigation - Residential,39300
201407,78741,Irrigation - Multi-Family,1775500
201503,78758,Irrigation - Multi-Family,958200
201401,78735,Residential,15894300
201404,78723,Multi-Family,21686500
201605,78757,Irrigation - Residential,25400
201312,78747,Irrigation - Residential,800
201702,78721,Irrigation - Multi-Family,88500
201704,78721,Irrigation - Residential,3300
201208,78748,Multi-Family,17517800
201202,78702,Irrigation - Multi-Family,492200
201312,78721,Irrigation - Multi-Family,600
201205,78703,Residential,65726400
201410,78721,Irrigation - Multi-Family,246700
201603,78730,Irrigation - Residential,57300
201510,78652,Irrigation - Residential,88800
201202,78756,Irrigation - Residential,11000
201409,78721,Irrigation - Residential,7600
201305,78703,Residential,57541100
201302,78722,Multi-Family,2557700
201305,78731,Irrigation - Multi-Family,708500
201411,78753,Irrigation - Residential,1600
201305,78745,Irrigation - Residential,36900
201704,78722,Irrigation - Multi-Family,81300
201506,78617,Multi-Family,4096700
201205,78719,Residential,1830400
201506,78736,Irrigation - Residential,16200
201206,78726,Irrigation - Multi-Family,3920800
201305,78717,Residential,39395900
201709,78754,Multi-Family,20416700
201202,78741,Multi-Family,73949800
201601,78730,Irrigation - Residential,58100
201304,78749,Multi-Family,14934700
201408,78751,Multi-Family,11282500
201403,78744,Irrigation - Multi-Family,678100
201509,78701,Irrigation - Residential,35100
201409,78751,Irrigation - Residential,157100
201403,78758,Irrigation - Residential,25800
201605,78721,Irrigation - Residential,3700
201808,78701,Multi-Family,18324900
201503,78728,Irrigation - Multi-Family,425400
201404,78735,Multi-Family,8900800
201506,78748,Irrigation - Multi-Family,2507500
201601,78660,Irrigation - Residential,11500
201510,78759,Irrigation - Residential,165900
201201,78617,Multi-Family,2477000
201704,78741,Irrigation - Multi-Family,1822900
201702,78751,Irrigation - Residential,25600
201209,78749,Irrigation - Multi-Family,9357700
201508,78736,Residential,25525500
201601,78756,Multi-Family,5325800
201609,78725,Multi-Family,186800
201502,78727,Residential,26717200
201209,78730,Irrigation - Multi-Family,2171100
201312,78750,Residential,39865500
201304,78747,Multi-Family,7344700
201607,78741,Irrigation - Residential,35100
201801,78736,Multi-Family,4104000
201801,78721,Residential,14262700
201602,78731,Irrigation - Residential,255000
201502,78723,Multi-Family,20754500
201609,78747,Multi-Family,7586400
201311,78652,Residential,679100
201703,78725,Residential,2610700
201203,78727,Irrigation - Multi-Family,2812500
201610,78725,Irrigation - Residential,0
201802,78744,Multi-Family,32403900
201401,78703,Residential,40974300
201512,78749,Irrigation - Multi-Family,3481700
201407,78731,Residential,79087300
201504,78729,Irrigation - Multi-Family,1091100
201308,78652,Multi-Family,29500
201611,78617,Multi-Family,4090300
201409,78705,Irrigation - Multi-Family,1055700
201608,78738,Residential,100
201208,78712,Residential,0
201411,78756,Irrigation - Residential,49000
201807,78751,Residential,17317200
201605,78736,Irrigation - Residential,17700
201209,78660,Multi-Family,3484000
201504,78652,Irrigation - Residential,83300
201607,78725,Irrigation - Residential,0
201804,78729,Irrigation - Residential,7800
201709,78731,Residential,85334000
201612,78704,Multi-Family,52604200
201207,78724,Irrigation - Multi-Family,137800
201607,78722,Multi-Family,3149600
201310,78735,Multi-Family,9988600
201802,78701,Irrigation - Multi-Family,353100
201612,78758,Irrigation - Multi-Family,3023900
201203,78723,Irrigation - Multi-Family,160300
201311,78724,Irrigation - Residential,12600
201409,78748,Residential,105436400
201602,78759,Irrigation - Residential,59500
201611,78744,Multi-Family,28347200
201702,78747,Multi-Family,6292500
201210,78704,Irrigation - Residential,214500
201808,78653,Multi-Family,591100
201304,78613,Irrigation - Multi-Family,69000
201610,78744,Irrigation - Multi-Family,3515400
201412,78731,Irrigation - Residential,250600
201604,78757,Residential,29570100
201807,78724,Multi-Family,11849200
201502,78652,Multi-Family,30400
201506,78705,Residential,7461100
201202,78721,Irrigation - Residential,900
201512,78745,Irrigation - Multi-Family,3223600
201503,78726,Irrigation - Residential,5900
201607,78729,Irrigation - Residential,5600
201312,78722,Multi-Family,2329300
201502,78722,Irrigation - Multi-Family,3100
201611,78756,Multi-Family,5559000
201710,78731,Multi-Family,17540000
201706,78660,Residential,10799300
201210,78741,Multi-Family,85318000
201203,78721,Multi-Family,4620500
201502,78751,Residential,12431300
201307,78701,Residential,1469300
201509,78737,Residential,15593200
201503,78737,Irrigation - Residential,6300
201509,78749,Multi-Family,19845300
201807,78752,Multi-Family,15244900
201504,78759,Irrigation - Residential,32200
201403,78749,Irrigation - Residential,3100
201601,78747,Irrigation - Residential,10300
201306,78652,Irrigation - Residential,62000
201202,78757,Irrigation - Multi-Family,16000
201212,78752,Irrigation - Multi-Family,77200
201601,78759,Irrigation - Residential,33100
201411,78701,Residential,954100
201205,78721,Irrigation - Residential,8000
201804,78701,Residential,936100
201301,78728,Multi-Family,7819700
201407,78722,Irrigation - Multi-Family,26000
201207,78702,Irrigation - Residential,26500
201306,78725,Residential,2534500
201407,78757,Irrigation - Multi-Family,415100
201212,78737,Irrigation - Residential,5800
201402,78702,Irrigation - Residential,12000
201308,78725,Multi-Family,249700
201301,78725,Multi-Family,187800
201301,78747,Irrigation - Residential,69200
201203,78736,Irrigation - Multi-Family,161300
201509,78729,Irrigation - Multi-Family,5919800
201507,78717,Irrigation - Multi-Family,7815400
201501,78723,Irrigation - Multi-Family,152100
201610,78756,Irrigation - Multi-Family,205200
201402,78745,Irrigation - Residential,27000
201508,78736,Irrigation - Residential,38200
201311,78732,Residential,3800
201507,78717,Irrigation - Residential,48200
201201,78754,Irrigation - Residential,36900
201410,78652,Irrigation - Residential,60100
201303,78745,Multi-Family,30234400
201707,78724,Residential,23329000
201204,78719,Multi-Family,583800
201302,78749,Residential,51344000
201308,78745,Irrigation - Residential,83000
201401,78722,Irrigation - Multi-Family,9200
201208,78613,Multi-Family,13000
201412,78705,Irrigation - Multi-Family,571100
201203,78613,Irrigation - Multi-Family,13000
201703,78746,Irrigation - Multi-Family,397900
201703,78741,Irrigation - Residential,29900
201302,78722,Irrigation - Multi-Family,80900
201610,78731,Residential,74054300
201506,78652,Residential,1221500
201806,78752,Irrigation - Multi-Family,160500
201611,78747,Multi-Family,6587200
201611,78739,Irrigation - Multi-Family,57100
201512,78735,Residential,14610700
201702,78704,Irrigation - Residential,79000
201407,78736,Multi-Family,2214600
201410,78730,Irrigation - Multi-Family,1713100
201312,78725,Multi-Family,309800
201601,78736,Irrigation - Multi-Family,180200
201204,78727,Residential,37688900
201311,78717,Irrigation - Multi-Family,3369000
201304,78703,Irrigation - Residential,1399400
201506,78754,Residential,20712000
201605,78745,Irrigation - Residential,25300
201409,78753,Irrigation - Residential,9100
201407,78660,Multi-Family,4241600
201806,78653,Irrigation - Multi-Family,0
201710,78732,Residential,9500
201201,78738,Residential,7500
201401,78721,Irrigation - Multi-Family,0
201408,78747,Irrigation - Multi-Family,915800
201303,78744,Irrigation - Residential,1100
201205,78742,Multi-Family,362900
201609,78738,Residential,100
201305,78737,Irrigation - Residential,13800
201202,78704,Irrigation - Residential,101400
201802,78732,Residential,3900
201411,78750,Irrigation - Residential,2800
201703,78744,Multi-Family,30329400
201611,78759,Residential,63858300
201511,78652,Residential,1651000
201406,78741,Irrigation - Multi-Family,1562600
201503,78724,Irrigation - Residential,14800
201609,78701,Residential,1133200
201408,78717,Residential,52765700
201206,78746,Multi-Family,16272900
201411,78613,Irrigation - Multi-Family,822000
201412,78742,Residential,589900
201504,78747,Irrigation - Multi-Family,333000
201604,78745,Irrigation - Residential,29000
201806,78745,Multi-Family,35786700
201504,78701,Residential,805500
201212,78738,Residential,6500
201408,78742,Multi-Family,355700
201503,78749,Irrigation - Multi-Family,1691100
201409,78731,Irrigation - Multi-Family,1648500
201403,78741,Multi-Family,74731700
201703,78617,Irrigation - Residential,7000
201302,78730,Residential,8912900
201402,78735,Multi-Family,8358100
201510,78747,Multi-Family,7230100
201501,78613,Irrigation - Multi-Family,86300
201502,78730,Irrigation - Residential,57700
201310,78753,Residential,40858200
201604,78742,Irrigation - Multi-Family,125100
201605,78729,Multi-Family,22622100
201609,78736,Irrigation - Residential,19900
201408,78756,Irrigation - Residential,98100
201412,78748,Irrigation - Multi-Family,2714900
201301,78727,Multi-Family,22277900
201403,78730,Irrigation - Residential,46100
201507,78747,Multi-Family,7314800
201302,78735,Residential,16103300
201604,78721,Irrigation - Multi-Family,1041000
201508,78717,Multi-Family,11659400
201612,78756,Multi-Family,5458500
201507,78725,Multi-Family,227300
201501,78703,Irrigation - Multi-Family,654900
201609,78725,Residential,3300300
201710,78727,Irrigation - Multi-Family,6778700
201403,78731,Irrigation - Multi-Family,380200
201704,78652,Irrigation - Residential,84700
201610,78617,Irrigation - Residential,5500
201411,78726,Irrigation - Residential,11100
201211,78705,Irrigation - Multi-Family,385100
201808,78726,Multi-Family,16399100
201601,78735,Residential,13752100
201211,78729,Residential,25927200
201607,78753,Irrigation - Multi-Family,6270300
201611,78727,Irrigation - Residential,10700
201709,78757,Residential,40467500
201403,78753,Residential,34825600
201209,78738,Residential,8700
201610,78736,Residential,14312400
201511,78727,Multi-Family,17730000
201708,78728,Residential,7689100
201802,78701,Multi-Family,15402800
201707,78726,Residential,29601800
201708,78660,Multi-Family,5033500
201408,78750,Irrigation - Residential,37400
201203,78725,Multi-Family,273700
201601,78729,Irrigation - Residential,2400
201410,78742,Multi-Family,327700
201703,78617,Residential,18647800
201211,78727,Multi-Family,21083300
201401,78746,Irrigation - Residential,220500
201309,78754,Irrigation - Residential,200
201501,78725,Multi-Family,172900
201411,78717,Multi-Family,9449900
201208,78702,Multi-Family,9284700
201802,78753,Multi-Family,47759400
201212,78660,Irrigation - Residential,6800
201204,78730,Irrigation - Residential,152600
201608,78747,Irrigation - Residential,300
201401,78751,Irrigation - Residential,51400
201609,78729,Multi-Family,24175400
201809,78705,Residential,12763600
201405,78744,Multi-Family,24187900
201703,78736,Multi-Family,2438400
201307,78653,Residential,1567800
201602,78750,Multi-Family,11083100
201406,78726,Irrigation - Residential,20000
201703,78660,Multi-Family,4510300
201410,78727,Irrigation - Residential,16400
201308,78735,Irrigation - Multi-Family,3387900
201703,78726,Irrigation - Residential,7600
201303,78745,Irrigation - Residential,30100
201309,78748,Multi-Family,17806000
201508,78725,Residential,3716900
201303,78746,Irrigation - Residential,317700
201408,78747,Multi-Family,7492700
201608,78754,Irrigation - Multi-Family,4214400
201411,78747,Irrigation - Multi-Family,725300
201409,78724,Irrigation - Residential,52200
201509,78725,Residential,3300200
201512,78756,Residential,9448700
201707,78758,Residential,46689400
201803,78729,Residential,16339800
201311,78731,Irrigation - Multi-Family,716100
201210,78702,Irrigation - Multi-Family,1114100
201411,78728,Multi-Family,7204400
201601,78653,Residential,1078600
201512,78739,Irrigation - Multi-Family,900
201202,78727,Irrigation - Multi-Family,1942100
201512,78727,Residential,29324200
201507,78717,Multi-Family,10859500
201608,78723,Residential,40648800
201505,78704,Irrigation - Residential,76400
201608,78757,Irrigation - Residential,60400
201603,78744,Irrigation - Multi-Family,1810400
201711,78729,Residential,19899100
201306,78717,Irrigation - Residential,30400
201411,78746,Multi-Family,14034200
201611,78741,Multi-Family,74930800
201410,78704,Residential,45825800
201611,78613,Irrigation - Multi-Family,1156300
201204,78652,Multi-Family,313900
201402,78735,Irrigation - Multi-Family,245300
201504,78735,Irrigation - Multi-Family,371500
201801,78752,Residential,11334800
201305,78727,Irrigation - Residential,2200
201410,78617,Irrigation - Residential,3100
201310,78759,Residential,79211200
201202,78724,Irrigation - Residential,17900
201510,78738,Residential,11300
201405,78729,Irrigation - Multi-Family,2434100
201404,78754,Irrigation - Multi-Family,1721100
201310,78752,Multi-Family,18902000
201302,78735,Irrigation - Multi-Family,1336300
201508,78660,Irrigation - Multi-Family,344200
201312,78660,Irrigation - Residential,8400
201602,78749,Multi-Family,15818100
201203,78739,Irrigation - Residential,0
201310,78724,Irrigation - Multi-Family,483500
201506,78703,Multi-Family,12160900
201308,78731,Irrigation - Multi-Family,1664400
201706,78759,Irrigation - Multi-Family,1266200
201609,78724,Irrigation - Multi-Family,230400
201612,78725,Irrigation - Residential,0
201806,78721,Multi-Family,5127600
201412,78722,Multi-Family,2783200
201808,78759,Irrigation - Multi-Family,2549700
201405,78754,Multi-Family,16025300
201308,78729,Irrigation - Residential,15900
201406,78757,Residential,36234200
201203,78742,Multi-Family,283800
201201,78749,Residential,56319200
201608,78750,Multi-Family,14324100
201406,78717,Irrigation - Multi-Family,5733700
201409,78730,Residential,25743100
201612,78745,Irrigation - Multi-Family,2975900
201610,78704,Irrigation - Residential,255600
201403,78704,Irrigation - Residential,73800
201803,78702,Irrigation - Residential,2700
201406,78702,Irrigation - Residential,44200
201309,78746,Irrigation - Multi-Family,1231800
201802,78735,Multi-Family,10219800
201606,78759,Irrigation - Residential,68700
201410,78750,Irrigation - Residential,19800
201602,78717,Residential,24853000
201402,78754,Irrigation - Residential,28500
201808,78702,Multi-Family,13680300
201403,78744,Multi-Family,22935300
201702,78746,Irrigation - Multi-Family,337400
201412,78756,Irrigation - Residential,31800
201406,78741,Irrigation - Residential,21100
201505,78728,Irrigation - Multi-Family,1230100
201412,78737,Irrigation - Residential,5300
201411,78704,Multi-Family,50602900
201702,78617,Irrigation - Residential,5600
201509,78705,Residential,13151700
201402,78751,Multi-Family,11458600
201610,78749,Irrigation - Residential,24600
201212,78754,Irrigation - Residential,0
201601,78759,Residential,46871300
201207,78741,Multi-Family,85895200
201802,78653,Irrigation - Residential,8000
201404,78748,Irrigation - Multi-Family,5535900
201408,78741,Irrigation - Multi-Family,2091200
201702,78729,Irrigation - Residential,2100
201503,78701,Irrigation - Residential,16800
201309,78736,Irrigation - Multi-Family,527400
201501,78729,Multi-Family,21902100
201803,78745,Multi-Family,30172700
201303,78702,Irrigation - Multi-Family,757900
201211,78729,Multi-Family,24831800
201203,78653,Residential,913600
201806,78727,Irrigation - Multi-Family,7546600
201205,78750,Irrigation - Residential,13700
201306,78748,Irrigation - Residential,28900
201506,78652,Irrigation - Residential,72900
201609,78746,Irrigation - Residential,481000
201703,78727,Irrigation - Residential,12200
201703,78748,Irrigation - Residential,22300
201610,78723,Irrigation - Residential,100
201601,78702,Multi-Family,10737500
201404,78756,Irrigation - Multi-Family,35300
201304,78741,Irrigation - Multi-Family,3346400
201808,78703,Irrigation - Multi-Family,1225900
201305,78725,Multi-Family,379500
201309,78748,Irrigation - Multi-Family,10486700
201205,78732,Residential,6000
201310,78701,Multi-Family,13685700
201304,78731,Multi-Family,17250200
201408,78731,Multi-Family,17752600
201304,78736,Irrigation - Residential,9000
201503,78741,Irrigation - Residential,3900
201407,78754,Irrigation - Residential,21800
201302,78748,Irrigation - Multi-Family,5335100
201504,78745,Multi-Family,30754500
201604,78757,Irrigation - Residential,34400
201412,78724,Irrigation - Residential,13500
201603,78747,Multi-Family,6910100
201302,78757,Irrigation - Residential,40100
201512,78652,Irrigation - Residential,77100
201510,78703,Irrigation - Residential,1846100
201408,78726,Irrigation - Residential,37200
201404,78741,Irrigation - Residential,6000
201703,78747,Irrigation - Multi-Family,130900
201306,78721,Irrigation - Residential,4500
201610,78728,Irrigation - Residential,7000
201210,78722,Irrigation - Multi-Family,102700
201406,78736,Irrigation - Multi-Family,207700
201805,78653,Irrigation - Multi-Family,0
201612,78746,Irrigation - Residential,285800
201611,78758,Multi-Family,48825600
201302,78704,Multi-Family,45135200
201807,78738,Residential,288700
201803,78746,Irrigation - Multi-Family,163400
201302,78735,Multi-Family,9684800
201510,78741,Multi-Family,81888400
201312,78749,Irrigation - Multi-Family,1934600
201204,78719,Residential,1472900
201711,78749,Multi-Family,15042400
201603,78719,Residential,1444600
201604,78758,Irrigation - Residential,17300
201605,78719,Multi-Family,348100
201801,78727,Irrigation - Multi-Family,1209900
201601,78727,Multi-Family,22792000
201606,78744,Irrigation - Residential,35000
201311,78744,Multi-Family,25713700
201505,78736,Residential,9938900
201508,78758,Irrigation - Residential,93600
201502,78756,Irrigation - Multi-Family,86100
201512,78717,Irrigation - Residential,9100
201711,78759,Multi-Family,40318700
201310,78757,Irrigation - Multi-Family,340400
201703,78748,Multi-Family,20679500
201606,78747,Multi-Family,7549600
201403,78660,Irrigation - Multi-Family,532300
201511,78756,Irrigation - Residential,69200
201701,78738,Residential,0
201210,78724,Irrigation - Residential,16500
201805,78652,Residential,4434700
201701,78722,Irrigation - Residential,0
201402,78613,Irrigation - Multi-Family,473000
201407,78717,Multi-Family,8413800
