year_month,total_gallons
2018-01-01,14900
2018-09-01,8000
2018-09-01,41200
2018-07-01,18100
2018-04-01,6900
2018-06-01,638400
2018-06-01,1194400
2018-08-01,79200
2018-02-01,17300
2018-03-01,8800
2017-12-01,27000
2017-11-01,6800
2017-12-01,2600
2018-09-01,10100
2018-06-01,1300
2018-05-01,4300
2017-11-01,1237500
2018-09-01,40500
2018-08-01,152700
2017-12-01,24400
2018-07-01,60700
2017-10-01,11000
2017-10-01,21800
2018-03-01,13200
2017-11-01,61700
2018-07-01,26200
2018-07-01,1200
2017-12-01,51500
2018-02-01,62200
